hex9,value
89196ba50a3ffff,8774
89196b048cfffff,2755
8919696130fffff,6033
89196ba5917ffff,2868
89196bb1273ffff,6256
89196bb24a7ffff,9293
8919694016bffff,6858
89196ba05cbffff,776
89196baa58fffff,1160
8919694a9cfffff,7255
8919696a3cbffff,5971
89196bb0ec7ffff,4063
891969433a3ffff,299
89196ba8e4fffff,9228
89196bab23bffff,176
8919694846bffff,2117
89196bac58fffff,7936
89196ba5eb3ffff,4602
89196bb2533ffff,8335
89196bb29c7ffff,8592
89196ba0bbbffff,8296
8919694d423ffff,5028
891fa4926b7ffff,1046
8919694f223ffff,2208
8919694041bffff,2819
89196ba1323ffff,5852
89196ba5a83ffff,3436
8919694d357ffff,6148
89196b94bd3ffff,7021
89196945203ffff,5488
89196ba4c37ffff,2184
8919694e343ffff,9378
89196bbb143ffff,5696
89196ba4623ffff,6542
89196bac5afffff,8801
89196b05d2bffff,2948
8919694d977ffff,3908
89196b32577ffff,6478
89196ba41d7ffff,8397
89196b05ea7ffff,8664
8919694e873ffff,5316
89196958803ffff,5608
8919696acd3ffff,8598
89196ba0b87ffff,4733
89196b96887ffff,5340
8919694c28bffff,409
89196bb88cbffff,7091
8919696a4c7ffff,9979
89196ba01b7ffff,7464
8919694add3ffff,2502
8919694de93ffff,2046
89196978e4fffff,2565
89196969c93ffff,2094
8919697a903ffff,5563
8919694c363ffff,5689
8919696318fffff,2567
89196b85bbbffff,1473
8919694122bffff,3041
89196bb756fffff,3252
89196bb5cd3ffff,254
8919696b007ffff,9805
89196ba62c7ffff,9256
89196bbb4b3ffff,4162
89196949253ffff,9023
89196960443ffff,5328
89196bae947ffff,2076
891fa4924bbffff,7606
89196b859bbffff,9941
89196941087ffff,6430
89196b96077ffff,7699
89196ba21cfffff,7915
8919694f22bffff,5619
89196bb3647ffff,377
89196b0414bffff,7064
891fa493447ffff,4191
89196baeb37ffff,9930
89196ba03a3ffff,2096
891969416bbffff,1484
8919694a567ffff,8355
89196b96ea7ffff,2973
89196bb6173ffff,6708
89196bac95bffff,7870
89196ba535bffff,4928
8919697990bffff,9844
89196b85a2bffff,221
89196979a57ffff,2039
89196ba45bbffff,3995
89196baf237ffff,537
89196b30097ffff,3530
89196ba0807ffff,7257
89196bade23ffff,3206
89196bb516bffff,939
8919697888bffff,4735
89196962253ffff,6291
89196bb055bffff,7533
89196b8442fffff,9544
89196b94c0fffff,4634
891969489bbffff,1162
8919697b29bffff,8169
89196ba20cfffff,8800
89196ba05d3ffff,9132
89196ba1243ffff,8649
89196b8510bffff,9380
89196badd5bffff,8481
89196b05967ffff,5277
89196b06807ffff,2810
891fa49256bffff,8643
8919694a997ffff,9904
891fa4926dbffff,7531
89196b32d57ffff,1927
89196b1589bffff,6267
891fa4920dbffff,7715
8919696b217ffff,2898
89196ba5a57ffff,5305
89196bb5b07ffff,770
8919694c2bbffff,639
89196bb7303ffff,7462
89196ba0933ffff,1203
89196963443ffff,2656
89196ba06bbffff,6689
89196b86bc3ffff,8817
89196ba0257ffff,5432
89196b86463ffff,1391
89196baf2afffff,5140
89196b16223ffff,4443
89196960623ffff,4447
891969615b3ffff,380
89196ba965bffff,2844
89196bad203ffff,695
89196b14633ffff,8872
89196979a53ffff,210
89196ba0283ffff,4677
8919694ea83ffff,8177
89196ba2403ffff,8873
89196bb1c9bffff,5911
89196baa5cfffff,2348
89196bb3153ffff,9066
8919696810bffff,7432
89196945657ffff,22
89196b96a23ffff,7530
89196bb264fffff,2304
89196bac08bffff,7549
8919694ab1bffff,2594
89196bb2a6bffff,4207
89196bb6833ffff,1550
89196ba2183ffff,468
8919694a3c3ffff,5119
89196bb2e1bffff,7876
89196bba06bffff,2535
89196bbb163ffff,9516
89196b8e917ffff,1548
89196b86d63ffff,6440
89196bba863ffff,8026
89196bb8ebbffff,6431
89196b0658fffff,2786
89196bb7647ffff,5105
89196bbb117ffff,4194
8919694da5bffff,9371
89196b06447ffff,482
8919694d393ffff,8054
89196bb84a3ffff,9864
89196b04263ffff,4193
8919694865bffff,8081
8919694aac7ffff,6366
89196bbac3bffff,4054
89196bade6fffff,6348
891969411a7ffff,5771
89196bb55d7ffff,9402
89196bba573ffff,559
89196ba9c47ffff,7662
89196ba9cb3ffff,6955
8919697ac6fffff,4008
89196b94db3ffff,3948
89196bb88dbffff,989
89196bad56fffff,7261
89196baf133ffff,4052
8919694c00fffff,3761
89196bb1217ffff,813
8919695b367ffff,452
8919694e00fffff,5929
8919694337bffff,1096
89196bbae17ffff,3707
89196bae277ffff,8631
89196b871b7ffff,9377
89196bb06c7ffff,650
89196b06b5bffff,886
89196b14d8fffff,3146
891969488afffff,206
89196b043a3ffff,9562
89196ba336fffff,5776
89196ba2567ffff,4399
89196bb20c3ffff,3399
89196b3243bffff,6915
8919696a063ffff,4076
8919694806bffff,365
89196bac9b3ffff,8370
89196b85d93ffff,2471
89196ba116bffff,3653
89196b30183ffff,6279
89196baa837ffff,6946
89196961067ffff,5080
89196949113ffff,3778
89196978963ffff,4345
89196baed4fffff,2500
89196ba2a47ffff,7131
891969785cbffff,2809
891fa49254fffff,1748
89196b941b7ffff,395
89196bb11abffff,559
891fa492213ffff,7531
8919697b147ffff,5303
89196ba2367ffff,2631
89196942853ffff,6694
89196ba6c8fffff,1018
89196bba203ffff,6549
89196bb49abffff,4892
8919696064bffff,4091
89196b3644bffff,39
89196b30443ffff,590
891969798cfffff,9937
89196b16d1bffff,7613
89196961edbffff,8503
89196979d33ffff,8141
89196b3224bffff,1213
89196948837ffff,9696
89196b36637ffff,8067
89196960483ffff,3121
89196bb9e67ffff,4178
8919694f347ffff,1610
8919694b147ffff,4570
89196ba86abffff,6729
89196bb209bffff,3490
89196941243ffff,7831
89196ba6d63ffff,9141
8919694188fffff,1532
89196bb1013ffff,4568
8919694000bffff,3397
8919696b00fffff,2474
8919694d07bffff,7390
8919697ac77ffff,6415
89196bb00b7ffff,2862
891969593a7ffff,6650
891969413d7ffff,3208
89196ba16c7ffff,2183
8919696334bffff,3371
89196963027ffff,6840
89196bb0cdbffff,7273
89196ba356bffff,2117
891fa49249bffff,687
89196bb111bffff,6320
89196959933ffff,3938
89196bb54afffff,5718
89196ba5237ffff,5481
89196bae603ffff,724
8919694dda7ffff,8311
89196bb0dbbffff,6728
8919694d64fffff,4666
89196b86157ffff,8476
89196b1632fffff,3612
89196ba943bffff,3019
89196969db3ffff,3578
89196b14027ffff,5792
89196bb50afffff,8178
891969404abffff,4769
8919697aba7ffff,7353
89196bba19bffff,31
891969631cbffff,8775
89196bb63b3ffff,3036
89196b14b7bffff,8111
89196b16ac3ffff,8004
89196969517ffff,476
8919694946bffff,878
8919694eea3ffff,5659
89196ba8987ffff,1431
89196bb8c73ffff,3646
8919696b287ffff,8411
89196b14503ffff,605
89196ba9c83ffff,5963
89196bba59bffff,6370
89196b334afffff,766
89196bb6c17ffff,247
89196b8c937ffff,5373
8919694d9cbffff,5444
89196ba7683ffff,3208
89196bb626bffff,7438
89196b16927ffff,6702
8919694b3d3ffff,627
8919697916bffff,469
89196ba92cfffff,6727
89196b14917ffff,907
8919697aa17ffff,3023
89196ba568fffff,4998
89196bb32a3ffff,1235
8919694ae57ffff,4171
89196ba3297ffff,7669
89196ba625bffff,7328
89196bb3203ffff,9116
89196b059d3ffff,1575
8919694d52fffff,6478
89196943507ffff,6595
8919694ddd3ffff,8068
89196bb716fffff,2069
89196979a13ffff,5228
89196b841d7ffff,8661
89196960463ffff,5252
89196b321cbffff,1214
89196ba858fffff,2187
89196baa06bffff,7584
891969782b3ffff,4315
89196b36583ffff,1784
89196bb08dbffff,2130
891969799abffff,6710
89196b06983ffff,4208
89196949c7bffff,9614
89196bab50bffff,1265
89196bb034fffff,6476
891969684dbffff,2168
891969402a7ffff,4712
89196ba4043ffff,7919
8919694cccbffff,427
8919696916fffff,4006
89196bbb52fffff,8502
89196979cb3ffff,1674
89196bb6463ffff,7294
89196978d7bffff,9924
8919694d113ffff,5808
89196ba9363ffff,6597
89196979853ffff,1625
89196bab4cbffff,4429
89196bad07bffff,6970
89196b14bdbffff,3359
89196948d2fffff,9382
8919694a63bffff,4533
89196b96027ffff,1199
89196bacb13ffff,4167
8919694e293ffff,4424
89196ba24d3ffff,5004
89196ba748bffff,9936
89196bac093ffff,1319
89196959e57ffff,8906
8919694c3bbffff,9222
89196bab0d7ffff,4030
89196b86abbffff,1568
89196b06c1bffff,2198
8919694d94fffff,5059
89196ba0513ffff,7403
89196bab5bbffff,2884
89196b865cbffff,9875
891969636c7ffff,4702
891fa49266bffff,3788
89196ba1027ffff,7020
89196bb1c4fffff,156
89196bb35bbffff,4760
89196b96eafffff,3261
89196bb5c77ffff,6063
8919696aad3ffff,9550
89196b148cfffff,4883
89196b06b6bffff,1395
89196b335c3ffff,5430
89196b33103ffff,2717
89196ba31a7ffff,760
89196b84223ffff,6554
89196b846d3ffff,2854
89196979d27ffff,3951
8919694f5bbffff,7893
89196940637ffff,7040
89196bb60d7ffff,8897
891969483cfffff,8337
89196968e67ffff,3529
89196945337ffff,6179
89196bb6573ffff,9515
89196940353ffff,2351
8919694e993ffff,8714
8919694106bffff,1642
89196b042a7ffff,1323
89196bb0443ffff,6521
89196b14d5bffff,8897
8919694d823ffff,8997
89196ba18bbffff,9740
8919696926fffff,2390
89196ba4167ffff,1573
89196b040a7ffff,6425
8919694d8b3ffff,655
8919696348bffff,9792
89196b9400fffff,4603
89196959ecbffff,5823
89196b06cd7ffff,9980
89196b8cb6bffff,5303
89196bb74c7ffff,4940
89196949237ffff,8626
89196b86ab3ffff,2550
89196baea33ffff,8047
8919697826fffff,8048
89196978d0bffff,8599
891fa4922cfffff,2760
89196bba613ffff,1343
89196b06867ffff,5802
89196bb8447ffff,4496
8919694ca6fffff,8311
89196bb8393ffff,6557
8919694529bffff,4158
8919694530bffff,7240
89196baf3afffff,9076
89196bb7003ffff,1521
89196b14e97ffff,3371
89196bb4907ffff,729
89196b1651bffff,2476
89196baa907ffff,6171
89196948c73ffff,9255
89196ba7103ffff,1214
89196b8516fffff,977
89196ba628fffff,1469
89196bb280fffff,8734
89196ba422fffff,304
8919694e35bffff,9981
89196b95937ffff,5663
89196bad2d7ffff,8600
89196ba414bffff,8397
89196b8e98bffff,847
89196bb4053ffff,4642
89196ba4697ffff,8435
891969601dbffff,5355
89196b9650bffff,2556
89196bb559bffff,2936
891fa49344fffff,1095
89196b0434bffff,5288
89196b84947ffff,8055
8919695b20fffff,7898
89196bad36fffff,7291
89196ba2447ffff,4938
89196ba2d2fffff,9089
89196bb038bffff,5825
89196948b43ffff,1143
89196b96b23ffff,601
89196ba8d8fffff,3559
89196b1410fffff,8721
8919694356fffff,3362
89196bb0bb7ffff,5632
89196bb643bffff,7751
89196ba80d7ffff,2086
89196bb8c2fffff,1527
89196bb0b37ffff,68
89196badb3bffff,9293
89196ba8467ffff,6176
89196bb8233ffff,3045
89196ba3327ffff,7168
8919694b517ffff,2340
89196b86cc3ffff,9677
89196963127ffff,5250
89196b844dbffff,2520
89196bb10dbffff,6415
89196bb4157ffff,1679
89196bae30bffff,9686
89196bb896bffff,1595
89196bb1157ffff,4610
89196b8669bffff,1457
89196ba9217ffff,4787
89196bb08cfffff,6449
89196ba4b43ffff,5591
89196baa23bffff,7920
89196baca63ffff,2795
89196b36003ffff,8959
8919694d3c3ffff,2572
8919694510fffff,2818
89196961113ffff,6688
89196bb4833ffff,4226
89196bbaa2fffff,9494
8919696064bffff,2681
891fa496447ffff,7646
89196b0652bffff,6630
8919696830bffff,2163
89196bb1d03ffff,7624
89196b86397ffff,9119
89196b86b1bffff,8931
89196ba162fffff,1806
89196baf30fffff,154
89196ba90b3ffff,8507
89196bb036fffff,481
89196ba8597ffff,1285
8919694aaa7ffff,7446
89196bb15afffff,3740
89196bac6bbffff,8494
89196ba9b13ffff,4353
8919694940fffff,6477
89196b84843ffff,7013
89196b06ed7ffff,5567
89196b3646fffff,5896
89196b32a2bffff,380
8919694b423ffff,6420
89196978d0fffff,7673
89196bb144fffff,8299
89196ba7687ffff,4792
89196ba5177ffff,9687
89196bb628fffff,6487
89196bb0a27ffff,6853
89196bae08fffff,9112
89196baec17ffff,6601
8919694f4dbffff,2786
89196bacd73ffff,7541
89196942377ffff,28
89196b1718fffff,5674
89196b374c7ffff,7553
89196b94d7bffff,5160
89196bb1ea3ffff,3043
89196b15c37ffff,673
8919696140fffff,9867
89196ba48dbffff,7547
8919697998fffff,9871
89196b948bbffff,729
89196bb804fffff,6598
89196ba8287ffff,1128
89196ba4507ffff,2876
89196b14b83ffff,5194
8919694c44fffff,3846
89196940a07ffff,3979
89196bb1257ffff,5790
891969606d3ffff,9451
89196b043a3ffff,5366
89196968537ffff,8942
8919696ad57ffff,8079
8919694837bffff,355
8919694dd67ffff,2581
89196b96333ffff,1796
89196b940b3ffff,274
89196bb3257ffff,3342
89196b05d2bffff,4162
8919694c84bffff,4288
89196ba010bffff,2484
8919694a317ffff,8653
89196ba196bffff,1729
89196ba0137ffff,9086
89196968003ffff,3218
8919682cb97ffff,531
89196bb0167ffff,6056
89196bada5bffff,5576
89196b32c03ffff,801
8919696a123ffff,5887
89196bae14fffff,5525
89196bb1b37ffff,2603
89196bb445bffff,6402
89196bad84fffff,5626
89196bab0d7ffff,3431
89196bb2d43ffff,3807
89196bb8e8bffff,9110
89196962a1bffff,1082
89196bad8afffff,8597
89196b14027ffff,1334
89196ba1bc3ffff,7460
89196ba2b37ffff,6568
89196b14ca3ffff,2737
89196ba03b7ffff,6601
8919696362bffff,4970
89196bba5a3ffff,6772
89196962acbffff,9720
89196b84067ffff,5256
8919697b40bffff,7687
89196b3a657ffff,2926
89196b1680fffff,3188
89196ba5ecbffff,107
891969695c7ffff,6810
89196b86d67ffff,6989
89196ba928bffff,9235
89196bad4dbffff,414
89196baae1bffff,3552
89196940a3bffff,8195
89196bba4abffff,5621
89196bb9853ffff,4530
89196baecd3ffff,4479
89196959e6fffff,3050
89196bb6547ffff,1901
89196979093ffff,8383
89196ba72bbffff,7082
89196b94803ffff,30
8919694ad7bffff,2660
89196bbb157ffff,7360
89196ba9493ffff,7984
8919694edcfffff,2288
89196b94a37ffff,691
89196bab58fffff,7940
89196b06c93ffff,2580
89196ba0b3bffff,9874
89196ba092fffff,9507
89196b30583ffff,701
89196ba026fffff,9270
89196b964cbffff,9434
89196b964d7ffff,4873
89196ba619bffff,9952
8919694ddd7ffff,677
89196942a73ffff,9647
89196b94cc3ffff,8675
89196ba893bffff,3990
89196ba546bffff,6564
89196ba1e3bffff,6520
8919694f68fffff,7770
89196b8696bffff,7005
8919696818fffff,3402
89196bac99bffff,9234
89196ba0ccfffff,192
89196b0413bffff,9649
89196ba836bffff,6755
89196bba64fffff,8829
89196b04ea3ffff,4591
89196bbaa63ffff,7422
8919697aa93ffff,3770
89196ba4617ffff,1313
89196b04517ffff,5730
89196bb01b3ffff,3400
89196948047ffff,7575
891fa496617ffff,743
89196bb8e2fffff,4065
89196bb24cbffff,277
89196948a1bffff,2055
89196b0455bffff,1515
89196bbb5cfffff,9707
89196ba630fffff,5627
89196bb5b47ffff,8408
8919694224fffff,1617
89196ba829bffff,9690
89196ba2943ffff,6818
89196bb050fffff,5464
89196bb0047ffff,8936
89196b969afffff,1277
89196ba0b97ffff,4797
89196b1616bffff,6127
8919694d437ffff,1895
89196b325dbffff,212
89196b84667ffff,1786
89196baf323ffff,601
89196baab53ffff,6796
89196959543ffff,9517
89196b8c98fffff,997
8919697ab97ffff,6015
89196b84c27ffff,107
89196bbb25bffff,3140
89196bb1923ffff,2953
89196b143abffff,2686
8919694032bffff,9960
89196b1404fffff,7007
89196ba4a8bffff,7653
89196bb100fffff,2131
89196ba968bffff,8361
89196bb840bffff,6559
8919694a04fffff,2079
89196baec77ffff,543
8919694db53ffff,8882
89196bb1da3ffff,568
89196bb1eabffff,9363
89196963623ffff,1139
89196ba1ed3ffff,712
89196ba8287ffff,8326
8919696b6b3ffff,6572
89196bada93ffff,8347
89196ba0913ffff,503
89196bab6bbffff,3743
89196bb75afffff,294
89196bba29bffff,7372
89196bba003ffff,2537
89196bba683ffff,6167
8919696a323ffff,2988
89196b320afffff,3136
89196bbb113ffff,3399
89196bb1d1bffff,3454
8919694d8dbffff,8684
89196b85dc3ffff,8079
89196ba4863ffff,3495
89196b32dd3ffff,8198
89196bab187ffff,8656
89196bb1e13ffff,2339
89196948367ffff,6978
89196b85d63ffff,5165
89196ba2837ffff,7030
89196ba4d8fffff,4350
89196bb186bffff,4025
8919696ad53ffff,3949
8919694c457ffff,7969
89196bada73ffff,5884
8919694b227ffff,9973
89196b84b63ffff,4197
891969799a3ffff,4485
89196b8593bffff,4989
89196979a13ffff,3856
89196b9693bffff,439
89196b06ba7ffff,5512
8919694f40bffff,203
89196b043abffff,1098
89196b3234bffff,2841
89196bb0a4bffff,3601
8919694c2cfffff,3631
89196bb53a3ffff,6106
89196962e77ffff,7461
89196ba660bffff,5011
89196ba0683ffff,8968
8919694f45bffff,8311
89196baf16bffff,5035
8919694323bffff,8910
89196bbae5bffff,9857
89196bb7523ffff,8686
89196b161cbffff,290
8919696b3afffff,8033
89196b84e4fffff,4840
89196b336a3ffff,6334
89196bae883ffff,1954
89196b84c57ffff,194
89196bb3433ffff,6272
89196ba3667ffff,6444
89196ba4607ffff,1884
89196b043afffff,640
89196959ec7ffff,8993
89196b941d3ffff,5590
89196ba0627ffff,1176
89196ba2317ffff,4587
89196ba0c67ffff,1485
89196941307ffff,7814
89196bba317ffff,4036
89196ba2847ffff,2954
89196ba10cfffff,7691
89196961417ffff,2583
89196b32b93ffff,2830
8919694ada3ffff,6181
891969410c7ffff,7522
89196b85863ffff,8879
891969789b3ffff,6940
89196bae4a3ffff,2545
89196bb5593ffff,5071
89196969307ffff,9460
8919694913bffff,4199
89196978067ffff,7338
89196b85b87ffff,3402
89196b16b4bffff,1084
89196979d03ffff,1043
8919694cc03ffff,242
89196bac3a3ffff,4692
89196b0692fffff,5114
89196baa09bffff,7703
8919694a4cbffff,5963
89196bb2e27ffff,263
8919694eaafffff,1988
89196942b33ffff,7613
89196bacdafffff,7056
89196bb942bffff,2397
8919695b3d7ffff,6385
8919694ce17ffff,3260
8919694c687ffff,8504
89196949d77ffff,1793
89196ba9367ffff,9153
89196b04d37ffff,5193
89196b331cfffff,9529
89196bb408bffff,6500
891969791a7ffff,3096
8919694c46bffff,3859
8919694a647ffff,8415
89196bb5b67ffff,8414
89196b17133ffff,4736
8919696b577ffff,4862
89196ba8e8bffff,8250
89196b32c5bffff,6378
89196bb314fffff,3770
8919696b2a3ffff,5358
891969419dbffff,7346
89196b843c3ffff,7992
891969484cbffff,6448
8919696800bffff,4386
89196bb7467ffff,6881
89196ba4a17ffff,6780
89196b064cbffff,520
89196bb3383ffff,4519
89196bb9817ffff,7702
891969412b3ffff,3772
89196bb1613ffff,2851
89196ba99abffff,2062
89196942823ffff,9056
89196b86157ffff,1221
8919694e537ffff,5915
89196b05d6bffff,9648
89196bb919bffff,2118
89196bb1c17ffff,9132
89196b15d8bffff,5915
89196b16c57ffff,9101
8919696851bffff,7036
89196b1422fffff,7749
8919694e04bffff,1368
89196ba4267ffff,8595
8919694c30fffff,6143
89196b14c8fffff,1694
89196ba0677ffff,999
89196948db3ffff,7369
89196bb4127ffff,7526
89196969d43ffff,5903
89196b851a7ffff,6438
89196ba9b4bffff,5410
89196bb3377ffff,3600
8919694b0a3ffff,3397
89196b366cfffff,2402
89196ba854bffff,26
89196b15c73ffff,4605
8919694dd63ffff,3998
891969482c7ffff,7319
89196b96d43ffff,5689
8919694cc4fffff,1045
89196bb6953ffff,94
89196bb98d3ffff,3929
8919694de7bffff,5674
89196958a3bffff,9241
89196b3244fffff,7707
89196bb92c7ffff,4498
89196ba2dc3ffff,4756
891969413bbffff,7264
89196bb63cbffff,7557
89196bb2163ffff,488
8919697a98fffff,4090
89196badac7ffff,6765
89196ba5393ffff,5125
89196b06807ffff,8005
89196b96913ffff,3296
891969480cfffff,7829
8919694d67bffff,6522
89196ba4b0bffff,4376
89196bb6413ffff,1199
89196bb8a73ffff,9168
8919694891bffff,4799
8919694ca6bffff,9621
89196b9417bffff,8231
89196bb5e97ffff,5012
89196b32227ffff,8483
891fa4926abffff,5722
8919694980bffff,1677
8919694950fffff,2433
89196baeba3ffff,1350
89196bb2673ffff,455
891fa4925cbffff,9173
89196968293ffff,1616
89196bba0d3ffff,2313
89196bb1513ffff,2239
8919696804bffff,4734
89196ba95a3ffff,68
89196979d6fffff,3403
89196b06c87ffff,8700
89196b06eabffff,3420
89196ba0a03ffff,9896
8919694f2afffff,9349
8919696a197ffff,130
891969633b3ffff,9892
89196bb5183ffff,6372
89196ba5337ffff,5713
89196bb898fffff,144
89196ba541bffff,841
8919694b5b7ffff,7299
89196ba7097ffff,9512
89196baed6bffff,8434
89196ba920bffff,2227
89196baae7bffff,9306
89196ba1243ffff,9352
89196ba0bb7ffff,8919
89196bbb11bffff,917
89196945627ffff,5500
89196ba1b17ffff,1287
89196baa057ffff,7057
8919694b49bffff,9601
89196b32243ffff,7162
89196b16343ffff,1522
89196ba10b3ffff,8999
89196b861abffff,2258
891969484cfffff,7453
89196978e37ffff,8407
89196b96e13ffff,7111
89196bae6afffff,7726
8919694ed4bffff,7056
89196bb44abffff,8781
89196ba9017ffff,1239
89196ba6c17ffff,6712
89196bba373ffff,3502
891fa493543ffff,3009
89196b851d7ffff,4545
8919696006fffff,8492
8919694c12fffff,8884
89196ba2bafffff,1785
8919694a6cbffff,6963
89196b16e6bffff,7722
8919694ca8bffff,3193
89196ba090fffff,3848
89196ba5d8bffff,5171
89196bba393ffff,6410
8919695898fffff,4464
89196bb021bffff,481
89196b14dd7ffff,9021
8919694b4dbffff,6428
89196979cbbffff,3802
8919694ab87ffff,3690
89196bad933ffff,5106
89196b06b1bffff,3034
89196bb5387ffff,8165
89196978ea3ffff,5277
89196bb2c23ffff,4782
89196bace0fffff,5005
89196b85eabffff,243
891969615cbffff,985
89196b04d0fffff,8040
89196ba8683ffff,3513
8919696a617ffff,6078
89196978d97ffff,1721
8919694e94fffff,8153
8919694f627ffff,8541
89196968317ffff,2597
89196b04dcbffff,2155
89196979a27ffff,3398
89196b04dcfffff,9460
89196bae583ffff,5181
89196945333ffff,7319
89196960047ffff,451
89196945117ffff,7913
891969792b7ffff,5090
89196ba9a8bffff,3999
89196941ba3ffff,6484
89196badebbffff,2719
89196961213ffff,3095
89196badd17ffff,2764
89196978e8bffff,8869
89196bb5b47ffff,9634
89196940523ffff,8660
89196b84253ffff,7138
89196ba292bffff,8873
89196948c6bffff,3521
89196ba700fffff,2944
89196bbb623ffff,7270
8919697b147ffff,5945
89196ba6a77ffff,5932
89196b15513ffff,2873
89196945057ffff,144
89196b045cbffff,5318
89196bae677ffff,4828
89196b86eafffff,4141
89196b320cbffff,3311
89196bb4013ffff,6959
8919694c4c7ffff,8248
891969615a7ffff,4945
89196948d6fffff,1962
89196b94e8fffff,328
89196b14e1bffff,6931
89196ba818bffff,8117
89196b84877ffff,2017
891969780a7ffff,8245
89196ba8327ffff,6772
89196b8584fffff,2326
89196963393ffff,4482
89196ba466fffff,1328
8919694b28bffff,7126
89196b06813ffff,415
89196b14337ffff,1420
89196bb2bcbffff,5344
89196b32aa7ffff,1184
89196bb2937ffff,6441
89196b14483ffff,2074
89196b3b40bffff,8480
89196b84d2bffff,3487
89196961337ffff,9992
8919694a35bffff,8622
89196ba58a3ffff,9444
89196bbaa57ffff,2546
89196b05c87ffff,5948
89196bb460fffff,9861
89196968303ffff,9865
89196ba5163ffff,699
89196978d03ffff,1058
89196bb56a3ffff,2759
89196bae2b7ffff,3760
89196942b93ffff,8339
89196bbb06bffff,1076
8919694da23ffff,7230
89196ba21c3ffff,6492
89196baf137ffff,3022
89196b94017ffff,1951
89196b84157ffff,6441
89196bac23bffff,2608
89196ba1dd7ffff,7616
89196ba9b4fffff,1477
89196bb140fffff,5766
89196bb508fffff,7218
89196bb922fffff,8687
89196ba6a63ffff,5861
89196b9610bffff,928
89196bb3427ffff,1357
89196bad407ffff,1746
89196b94abbffff,1742
89196ba4d97ffff,760
89196ba802fffff,1019
89196bb0b4fffff,5296
89196bb252bffff,1559
8919696a247ffff,8728
8919694f023ffff,6821
89196b04e37ffff,338
89196bbad7bffff,928
89196948417ffff,9499
89196978097ffff,1133
89196ba735bffff,6836
89196bac213ffff,4777
89196bba03bffff,2254
89196bb73afffff,3228
89196ba1bb7ffff,8772
891969589c7ffff,2150
8919694d473ffff,2174
89196949847ffff,6502
89196958bcfffff,4655
89196ba21dbffff,8216
89196ba9b8fffff,3149
89196bb8347ffff,361
89196baa96fffff,816
89196bb5aafffff,8625
8919694b24fffff,8622
8919694e10bffff,3883
89196bacbc7ffff,5702
8919694886fffff,541
89196978097ffff,3652
89196baf1dbffff,6626
89196960437ffff,2494
89196ba4427ffff,7896
89196b949d7ffff,2221
89196949167ffff,1607
8919697b023ffff,6322
89196baa12bffff,3199
89196bb0247ffff,7985
8919694b51bffff,6068
89196badccbffff,8466
89196badc0fffff,4063
89196bb6c57ffff,1078
89196941aa7ffff,2920
89196ba504fffff,5050
89196ba71d7ffff,1675
89196bb9d47ffff,7417
8919694165bffff,7488
8919694d04fffff,2478
